,abilities,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_egg_steps,base_happiness,base_total,capture_rate,classfication,defense,experience_growth,height_m,hp,name,percentage_male,pokedex_number,sp_attack,sp_defense,speed,type1,type2,weight_kg,generation,is_legendary,image_url
409,"['Sturdy', 'Soundproof']",0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0,42.0,7680.0,70.0,350.0,45,Shield Pokémon,118.0,600000.0,0.5,30.0,Shieldon,88.1,410.0,42.0,88.0,30.0,rock,steel,57.0,4.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/410.png
410,"['Sturdy', 'Soundproof']",0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0,52.0,7680.0,70.0,495.0,45,Shield Pokémon,168.0,600000.0,1.3,60.0,Bastiodon,88.1,411.0,47.0,138.0,30.0,rock,steel,149.5,4.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/411.png
411,"['Shed Skin', 'Overcoat']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,29.0,3840.0,70.0,224.0,120,Bagworm Pokémon,45.0,1000000.0,0.2,40.0,Burmy,50.0,412.0,29.0,45.0,36.0,bug,,3.4,4.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/412.png
412,"['Anticipation', 'Overcoat']",2.0,1.0,1.0,0.5,1.0,0.5,4.0,4.0,1.0,0.25,0.25,2.0,1.0,2.0,1.0,2.0,1.0,0.5,69.0,3840.0,70.0,424.0,45,Bagworm Pokémon,95.0,1000000.0,0.5,60.0,Wormadam,0.0,413.0,69.0,95.0,36.0,bug,grass,6.5,4.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/413.png
413,"['Swarm', 'Tinted Lens']",0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,94.0,3840.0,70.0,424.0,45,Moth Pokémon,50.0,1000000.0,0.9,70.0,Mothim,100.0,414.0,94.0,50.0,66.0,bug,flying,23.3,4.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/414.png
414,"['Honey Gather', 'Hustle']",0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,30.0,3840.0,70.0,244.0,120,Tiny Bee Pokémon,42.0,1059860.0,0.3,30.0,Combee,88.1,415.0,30.0,42.0,70.0,bug,flying,5.5,4.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/415.png
415,"['Pressure', 'Unnerve']",0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,80.0,3840.0,70.0,474.0,45,Beehive Pokémon,102.0,1059860.0,1.2,70.0,Vespiquen,0.0,416.0,80.0,102.0,40.0,bug,flying,38.5,4.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/416.png
416,"['Run Away', 'Pickup', 'Volt Absorb']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,45.0,2560.0,100.0,405.0,200,EleSquirrel Pokémon,70.0,1000000.0,0.4,60.0,Pachirisu,50.0,417.0,45.0,90.0,95.0,electric,,3.9,4.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/417.png
417,"['Swift Swim', 'Water Veil']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,65.0,5120.0,70.0,330.0,190,Sea Weasel Pokémon,35.0,1000000.0,0.7,55.0,Buizel,50.0,418.0,60.0,30.0,85.0,water,,29.5,4.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/418.png
418,"['Swift Swim', 'Water Veil']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,105.0,5120.0,70.0,495.0,75,Sea Weasel Pokémon,55.0,1000000.0,1.1,85.0,Floatzel,50.0,419.0,85.0,50.0,115.0,water,,33.5,4.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/419.png
419,['Chlorophyll'],2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,35.0,5120.0,70.0,275.0,190,Cherry Pokémon,45.0,1000000.0,0.4,45.0,Cherubi,50.0,420.0,62.0,53.0,35.0,grass,,3.3,4.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/420.png
420,['Flower Gift'],2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,60.0,5120.0,70.0,450.0,75,Blossom Pokémon,70.0,1000000.0,0.5,70.0,Cherrim,50.0,421.0,87.0,78.0,85.0,grass,,9.3,4.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/421.png
421,"['Sticky Hold', 'Storm Drain', 'Sand Force']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,48.0,5120.0,70.0,325.0,190,Sea Slug Pokémon,48.0,1000000.0,0.3,76.0,Shellos,50.0,422.0,57.0,62.0,34.0,water,,6.3,4.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/422.png
422,"['Sticky Hold', 'Storm Drain', 'Sand Force']",1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,83.0,5120.0,70.0,475.0,75,Sea Slug Pokémon,68.0,1000000.0,0.9,111.0,Gastrodon,50.0,423.0,92.0,82.0,39.0,water,ground,29.9,4.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/423.png
423,"['Technician', 'Pickup', 'Skill Link']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,5120.0,100.0,482.0,45,Long Tail Pokémon,66.0,800000.0,1.2,75.0,Ambipom,50.0,424.0,60.0,66.0,115.0,normal,,20.3,4.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/424.png
424,"['Aftermath', 'Unburden', 'Flare Boost']",0.25,2.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,0.5,0.0,2.0,0.0,0.5,1.0,2.0,1.0,1.0,50.0,7680.0,70.0,348.0,125,Balloon Pokémon,34.0,1640000.0,0.4,90.0,Drifloon,50.0,425.0,60.0,44.0,70.0,ghost,flying,1.2,4.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/425.png
425,"['Aftermath', 'Unburden', 'Flare Boost']",0.25,2.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,0.5,0.0,2.0,0.0,0.5,1.0,2.0,1.0,1.0,80.0,7680.0,70.0,498.0,60,Blimp Pokémon,44.0,1640000.0,1.2,150.0,Drifblim,50.0,426.0,90.0,54.0,80.0,ghost,flying,15.0,4.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/426.png
426,"['Run Away', 'Klutz', 'Limber']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,66.0,5120.0,0.0,350.0,190,Rabbit Pokémon,44.0,1000000.0,0.4,55.0,Buneary,50.0,427.0,44.0,56.0,85.0,normal,,5.5,4.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/427.png
427,"['Cute Charm', 'Klutz', 'Limber']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,136.0,5120.0,140.0,580.0,60,Rabbit Pokémon,94.0,1000000.0,1.2,65.0,Lopunny,50.0,428.0,54.0,96.0,135.0,normal,,33.3,4.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/428.png
428,['Levitate'],0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,60.0,6400.0,35.0,495.0,45,Magical Pokémon,60.0,800000.0,0.9,60.0,Mismagius,50.0,429.0,105.0,105.0,105.0,ghost,,4.4,4.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/429.png
429,"['Insomnia', 'Super Luck', 'Moxie']",1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,0.5,0.5,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,125.0,5120.0,35.0,505.0,30,Big Boss Pokémon,52.0,1059860.0,0.9,100.0,Honchkrow,50.0,430.0,105.0,52.0,71.0,dark,flying,27.3,4.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/430.png
430,"['Limber', 'Own Tempo', 'Keen Eye']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,55.0,5120.0,70.0,310.0,190,Catty Pokémon,42.0,800000.0,0.5,49.0,Glameow,24.6,431.0,42.0,37.0,85.0,normal,,3.9,4.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/431.png
431,"['Thick Fat', 'Own Tempo', 'Defiant']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,82.0,5120.0,70.0,452.0,75,Tiger Cat Pokémon,64.0,800000.0,1.0,71.0,Purugly,24.6,432.0,64.0,59.0,112.0,normal,,43.8,4.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/432.png
432,['Levitate'],2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,30.0,6400.0,70.0,285.0,120,Bell Pokémon,50.0,800000.0,0.2,45.0,Chingling,50.0,433.0,65.0,50.0,45.0,psychic,,0.6,4.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/433.png
433,"['Stench', 'Aftermath', 'Keen Eye']",1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,2.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,63.0,5120.0,70.0,329.0,225,Skunk Pokémon,47.0,1000000.0,0.4,63.0,Stunky,50.0,434.0,41.0,41.0,74.0,poison,dark,19.2,4.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/434.png
434,"['Stench', 'Aftermath', 'Keen Eye']",1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,2.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,93.0,5120.0,70.0,479.0,60,Skunk Pokémon,67.0,1000000.0,1.0,103.0,Skuntank,50.0,435.0,71.0,61.0,84.0,poison,dark,38.0,4.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/435.png
435,"['Levitate', 'Heatproof', 'Heavy Metal']",1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0,24.0,5120.0,70.0,300.0,255,Bronze Pokémon,86.0,1000000.0,0.5,57.0,Bronzor,,436.0,24.0,86.0,23.0,steel,psychic,60.5,4.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/436.png
436,"['Levitate', 'Heatproof', 'Heavy Metal']",1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0,89.0,5120.0,70.0,500.0,90,Bronze Bell Pokémon,116.0,1000000.0,1.3,67.0,Bronzong,,437.0,79.0,116.0,33.0,steel,psychic,187.0,4.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/437.png
437,"['Sturdy', 'Rock Head', 'Rattled']",1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,80.0,5120.0,70.0,290.0,255,Bonsai Pokémon,95.0,1000000.0,0.5,50.0,Bonsly,50.0,438.0,10.0,45.0,10.0,rock,,15.0,4.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/438.png
438,"['Soundproof', 'Filter', 'Technician']",1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,25.0,6400.0,70.0,310.0,145,Mime Pokémon,45.0,1000000.0,0.6,20.0,Mime Jr.,50.0,439.0,70.0,90.0,60.0,psychic,fairy,13.0,4.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/439.png
439,"['Natural Cure', 'Serene Grace', 'Friend Guard']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,10240.0,140.0,220.0,130,Playhouse Pokémon,5.0,800000.0,0.6,100.0,Happiny,0.0,440.0,15.0,65.0,30.0,normal,,24.4,4.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/440.png
440,"['Keen Eye', 'Tangled Feet', 'Big Pecks']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,65.0,5120.0,35.0,411.0,30,Music Note Pokémon,45.0,1059860.0,0.5,76.0,Chatot,50.0,441.0,92.0,42.0,91.0,normal,flying,1.9,4.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/441.png
441,"['Pressure', 'Infiltrator']",1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,1.0,1.0,1.0,92.0,7680.0,70.0,485.0,100,Forbidden Pokémon,108.0,1000000.0,1.0,50.0,Spiritomb,50.0,442.0,92.0,108.0,35.0,ghost,dark,108.0,4.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/442.png
442,"['Sand Veil', 'Rough Skin']",1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0,70.0,10240.0,70.0,300.0,45,Land Shark Pokémon,45.0,1250000.0,0.7,58.0,Gible,50.0,443.0,40.0,45.0,42.0,dragon,ground,20.5,4.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/443.png
443,"['Sand Veil', 'Rough Skin']",1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0,90.0,10240.0,70.0,410.0,45,Cave Pokémon,65.0,1250000.0,1.4,68.0,Gabite,50.0,444.0,50.0,55.0,82.0,dragon,ground,56.0,4.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/444.png
444,"['Sand Veil', 'Rough Skin']",1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0,170.0,10240.0,70.0,700.0,45,Mach Pokémon,115.0,1250000.0,1.9,108.0,Garchomp,50.0,445.0,120.0,95.0,92.0,dragon,ground,95.0,4.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/445.png
445,"['Pickup', 'Thick Fat', 'Gluttony']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,85.0,10240.0,70.0,390.0,50,Big Eater Pokémon,40.0,1250000.0,0.6,135.0,Munchlax,88.1,446.0,40.0,85.0,5.0,normal,,105.0,4.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/446.png
446,"['Steadfast', 'Inner Focus', 'Prankster']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,70.0,6400.0,70.0,285.0,75,Emanation Pokémon,40.0,1059860.0,0.7,40.0,Riolu,88.1,447.0,35.0,40.0,60.0,fighting,,20.2,4.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/447.png
447,"['Steadfast', 'Inner Focus', 'Justified']",0.25,0.5,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,2.0,0.5,0.5,0.0,1.0,0.25,0.5,1.0,145.0,6400.0,70.0,625.0,45,Aura Pokémon,88.0,1059860.0,1.2,70.0,Lucario,88.1,448.0,140.0,70.0,112.0,fighting,steel,54.0,4.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/448.png
448,"['Sand Stream', 'Sand Force']",1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,72.0,7680.0,70.0,330.0,140,Hippo Pokémon,78.0,1250000.0,0.8,68.0,Hippopotas,50.0,449.0,38.0,42.0,32.0,ground,,49.5,4.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/449.png
449,"['Sand Stream', 'Sand Force']",1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,112.0,7680.0,70.0,525.0,60,Heavyweight Pokémon,118.0,1250000.0,2.0,108.0,Hippowdon,50.0,450.0,68.0,72.0,47.0,ground,,300.0,4.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/450.png
450,"['Battle Armor', 'Sniper', 'Keen Eye']",0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0,50.0,5120.0,70.0,330.0,120,Scorpion Pokémon,90.0,1250000.0,0.8,40.0,Skorupi,50.0,451.0,30.0,55.0,65.0,poison,bug,12.0,4.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/451.png
451,"['Battle Armor', 'Sniper', 'Keen Eye']",1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,2.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,90.0,5120.0,70.0,500.0,45,Ogre Scorp Pokémon,110.0,1250000.0,1.3,70.0,Drapion,50.0,452.0,60.0,75.0,95.0,poison,dark,61.5,4.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/452.png
452,"['Anticipation', 'Dry Skin', 'Poison Touch']",0.25,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,0.5,2.0,1.0,1.0,0.5,4.0,0.5,1.0,1.0,61.0,2560.0,100.0,300.0,140,Toxic Mouth Pokémon,40.0,1000000.0,0.7,48.0,Croagunk,50.0,453.0,61.0,40.0,50.0,poison,fighting,23.0,4.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/453.png
453,"['Anticipation', 'Dry Skin', 'Poison Touch']",0.25,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,0.5,2.0,1.0,1.0,0.5,4.0,0.5,1.0,1.0,106.0,5120.0,70.0,490.0,75,Toxic Mouth Pokémon,65.0,1000000.0,1.3,83.0,Toxicroak,50.0,454.0,86.0,65.0,85.0,poison,fighting,44.4,4.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/454.png
454,['Levitate'],2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,100.0,6400.0,70.0,454.0,200,Bug Catcher Pokémon,72.0,1250000.0,1.4,74.0,Carnivine,50.0,455.0,90.0,72.0,46.0,grass,,27.0,4.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/455.png
455,"['Swift Swim', 'Storm Drain', 'Water Veil']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,49.0,5120.0,70.0,330.0,190,Wing Fish Pokémon,56.0,600000.0,0.4,49.0,Finneon,50.0,456.0,49.0,61.0,66.0,water,,7.0,4.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/456.png
456,"['Swift Swim', 'Storm Drain', 'Water Veil']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,69.0,5120.0,70.0,460.0,75,Neon Pokémon,76.0,600000.0,1.2,69.0,Lumineon,50.0,457.0,69.0,86.0,91.0,water,,24.0,4.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/457.png
457,"['Swift Swim', 'Water Absorb', 'Water Veil']",0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,20.0,6400.0,70.0,345.0,25,Kite Pokémon,50.0,1250000.0,1.0,45.0,Mantyke,50.0,458.0,60.0,120.0,50.0,water,flying,65.0,4.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/458.png
458,"['Snow Warning', 'Soundproof']",2.0,1.0,1.0,0.5,1.0,2.0,4.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,2.0,2.0,0.5,62.0,5120.0,70.0,334.0,120,Frosted Tree Pokémon,50.0,1250000.0,1.0,60.0,Snover,50.0,459.0,62.0,60.0,40.0,grass,ice,50.5,4.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/459.png
459,"['Snow Warning', 'Soundproof']",2.0,1.0,1.0,0.5,1.0,2.0,4.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,2.0,2.0,0.5,132.0,5120.0,70.0,594.0,60,Frosted Tree Pokémon,105.0,1250000.0,2.2,90.0,Abomasnow,50.0,460.0,132.0,105.0,30.0,grass,ice,135.5,4.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/460.png
460,"['Pressure', 'Pickpocket']",2.0,0.5,1.0,1.0,2.0,4.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.0,2.0,2.0,1.0,120.0,5120.0,35.0,510.0,45,Sharp Claw Pokémon,65.0,1059860.0,1.1,70.0,Weavile,50.0,461.0,45.0,85.0,125.0,dark,ice,34.0,4.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/461.png
461,"['Magnet Pull', 'Sturdy', 'Analytic']",0.5,1.0,0.5,0.5,0.5,2.0,2.0,0.25,1.0,0.5,4.0,0.5,0.5,0.0,0.5,0.5,0.25,1.0,70.0,5120.0,70.0,535.0,30,Magnet Area Pokémon,115.0,1000000.0,1.2,70.0,Magnezone,,462.0,130.0,90.0,60.0,electric,steel,180.0,4.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/462.png
462,"['Own Tempo', 'Oblivious', 'Cloud Nine']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,85.0,5120.0,70.0,515.0,30,Licking Pokémon,95.0,1000000.0,1.7,110.0,Lickilicky,50.0,463.0,80.0,95.0,50.0,normal,,140.0,4.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/463.png
463,"['Lightningrod', 'Solid Rock', 'Reckless']",1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,140.0,5120.0,70.0,535.0,30,Drill Pokémon,130.0,1250000.0,2.4,115.0,Rhyperior,50.0,464.0,55.0,55.0,40.0,ground,rock,282.8,4.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/464.png
464,"['Chlorophyll', 'Leaf Guard', 'Regenerator']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,100.0,5120.0,70.0,535.0,30,Vine Pokémon,125.0,1000000.0,2.0,100.0,Tangrowth,50.0,465.0,110.0,50.0,50.0,grass,,128.6,4.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/465.png
465,"['Motor Drive', 'Vital Spirit']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,123.0,6400.0,70.0,540.0,30,Thunderbolt Pokémon,67.0,1000000.0,1.8,75.0,Electivire,75.4,466.0,95.0,85.0,95.0,electric,,138.6,4.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/466.png
466,"['Flame Body', 'Vital Spirit']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,95.0,6400.0,70.0,540.0,30,Blast Pokémon,67.0,1000000.0,1.6,75.0,Magmortar,75.4,467.0,125.0,95.0,83.0,fire,,68.0,4.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/467.png
467,"['Hustle', 'Serene Grace', 'Super Luck']",0.25,0.5,0.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,0.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,50.0,2560.0,70.0,545.0,30,Jubilee Pokémon,95.0,800000.0,1.5,85.0,Togekiss,88.1,468.0,120.0,115.0,80.0,fairy,flying,38.0,4.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/468.png
468,"['Speed Boost', 'Tinted Lens', 'Frisk']",0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,76.0,5120.0,70.0,515.0,30,Ogre Darner Pokémon,86.0,1000000.0,1.9,86.0,Yanmega,50.0,469.0,116.0,56.0,95.0,bug,flying,51.5,4.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/469.png
469,"['Leaf Guard', 'Chlorophyll']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,110.0,8960.0,35.0,525.0,45,Verdant Pokémon,130.0,1000000.0,1.0,65.0,Leafeon,88.1,470.0,60.0,65.0,95.0,grass,,25.5,4.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/470.png
